sentences,labels
It is the junction point of the Paektusan Ch'ŏngnyŏn and <e1> P'yŏngra </e1> lines of the <e2> Korean State Railway </e2> .,owned by
"Originally called <e1> Kilju Station </e1> ( Chosŏn'gŭl : 길주역 ; Hanja : 吉州駅 ) , the station , along with the rest of the Kilju - Hapsu section , was opened by the Government Railways of Chosen ( ) on <e2> 1 November 1933 </e2> .",inception
"<e1> Zakhar Arzamastsev </e1> ( born <e2> 1992 </e2> ) , Russian ice hockey player",date of birth
"<e1> Zakhar Bron </e1> ( born <e2> 1947 </e2> ) , Russian violinist and violin pedagogue of Jewish descent",date of birth
"<e1> Zakhar Chernyshyov </e1> ( <e2> 1722 </e2> – 1784 ) , Russian Field Marshal in charge of the College of War from 1763 to 1774",date of birth
"<e1> Zakhar Chernyshyov </e1> ( 1722 – <e2> 1784 </e2> ) , Russian Field Marshal in charge of the College of War from 1763 to 1774",date of death
"<e1> Zakhar Dubensky </e1> ( born <e2> 1978 </e2> ) , association football midfielder from Russia",date of birth
"<e1> Zakhar Dubensky </e1> ( born 1978 ) , association football midfielder from <e2> Russia </e2>",country of citizenship
"<e1> Zakhar May </e1> ( born <e2> 1969 </e2> ) , modern Russian musician , author of many hits",date of birth
"<e1> Zakhar Pashutin </e1> ( born <e2> 1974 </e2> ) , Russian professional basketball coach and former player",date of birth
"<e1> Zakhar Prilepin </e1> ( born 1975 ) , Russian writer , political dissident , member of <e2> Russia </e2> 's unregistered National Bolshevik Party since 1996",country of citizenship
"<e1> Zakhar Prilepin </e1> ( born <e2> 1975 </e2> ) , Russian writer , political dissident , member of Russia 's unregistered National Bolshevik Party since 1996",date of birth
"<e1> Zakhar Prilepin </e1> ( born 1975 ) , Russian writer , political dissident , member of Russia 's unregistered <e2> National Bolshevik Party </e2> since 1996",member of political party
"Zakhar Prilepin ( born 1975 ) , Russian writer , political dissident , member of <e2> Russia </e2> 's unregistered <e1> National Bolshevik Party </e1> since 1996",country
"Le Pays Réel ( French ; literally "" The Real Country "" ) was a Catholic - Fascist newspaper published by the <e1> Rexist Party </e1> in <e2> Belgium </e2> .",country
"The newspaper 's title derives from the writings of <e1> Charles Maurras </e1> , a <e2> French </e2> nationalist , who distinguished between a pays réel , rooted in the realities of life such as locality , work , trades , the parish and the family , and a pays légal ( "" legal country "" ) of law , constitutionalism , and liberal political ideals which he cast as artificially imposed on the "" real "" .","languages spoken, written or signed"
"<e1> The Turn of the Screw </e1> is an <e2> 1898 </e2> horror novella by Henry James that first appeared in serial format in Collier 's Weekly magazine ( January 27 – April 16 , 1898 ) .",publication date
"<e1> The Turn of the Screw </e1> is an 1898 horror novella by <e2> Henry James </e2> that first appeared in serial format in Collier 's Weekly magazine ( January 27 – April 16 , 1898 ) .",author
"In October 1898 it appeared in <e1> The Two Magics </e1> , a book published by <e2> Macmillan </e2> in New York City and Heinemann in London .",publisher
"In October 1898 it appeared in The Two Magics , a book published by <e1> Macmillan </e1> in <e2> New York City </e2> and Heinemann in London .",headquarters location
"The novella has been adapted numerous times in radio drama , film , stage , and television , including a 1950 Broadway play , and the <e2> 1961 </e2> film <e1> The Innocents </e1> .",publication date
"<e1> Buckinghamia celsissima </e1> , commonly known as the ivory curl , is a species of trees , constituting part of the plant family <e2> Proteaceae </e2> .",parent taxon
"They grow naturally only ( endemic ) in the wet tropics rainforests areas of north eastern <e1> Queensland </e1> , <e2> Australia </e2> .",located in the administrative territorial entity
"They grow naturally only ( endemic ) in the wet tropics rainforests areas of north eastern <e1> Queensland </e1> , <e2> Australia </e2> .",country
"They grow naturally only ( endemic ) in the wet tropics rainforests areas of north eastern <e2> Queensland </e2> , <e1> Australia </e1> .",contains administrative territorial entity
"The geology of Zimbabwe in southern <e2> Africa </e2> is centred on the <e1> Zimbabwe Craton </e1> , a core of Archean basement composed in the main of granitoids , schist and gneisses .",continent
"The geology of <e1> Zimbabwe </e1> in southern <e2> Africa </e2> is centred on the Zimbabwe Craton , a core of Archean basement composed in the main of granitoids , schist and gneisses .",continent
"<e1> Close Combat : First to Fight </e1> is a squad - based military first - person shooter video game created by <e2> Destineer Studios </e2> for Microsoft Windows , Macintosh and Xbox .",developer
"<e1> Close Combat : First to Fight </e1> is a squad - based military first - person shooter video game created by Destineer Studios for <e2> Microsoft Windows </e2> , Macintosh and Xbox .",platform
"<e1> Close Combat : First to Fight </e1> is a squad - based military first - person shooter video game created by Destineer Studios for Microsoft Windows , <e2> Macintosh </e2> and Xbox .",platform
"<e1> Close Combat : First to Fight </e1> is a squad - based military first - person shooter video game created by Destineer Studios for Microsoft Windows , Macintosh and <e2> Xbox </e2> .",platform
"The player commands a fireteam of three <e2> U.S. Marines </e2> in a realistic fictional , scenario where the <e1> United Nations </e1> sends Marines into Lebanon when their Prime Minister falls ill and Syria and Iran send forces to bolster certain factions .",subsidiary
"The player commands a fireteam of three U.S. Marines in a realistic fictional , scenario where the <e2> United Nations </e2> sends Marines into <e1> Lebanon </e1> when their Prime Minister falls ill and Syria and Iran send forces to bolster certain factions .",member of
"The player commands a fireteam of three U.S. Marines in a realistic fictional , scenario where the <e2> United Nations </e2> sends Marines into Lebanon when their Prime Minister falls ill and <e1> Syria </e1> and Iran send forces to bolster certain factions .",member of
"The player commands a fireteam of three U.S. Marines in a realistic fictional , scenario where the <e2> United Nations </e2> sends Marines into Lebanon when their Prime Minister falls ill and Syria and <e1> Iran </e1> send forces to bolster certain factions .",member of
"It was designed with input from active - duty and retired <e2> Marines </e2> from <e1> 3rd Battalion 1st Marines </e1> , who recently participated in combat around Fallujah , Iraq during Operation Phantom Fury that became known as the Second Battle of Fallujah .",military branch
"It was designed with input from active - duty and retired Marines from 3rd Battalion 1st Marines , who recently participated in combat around <e1> Fallujah </e1> , <e2> Iraq </e2> during Operation Phantom Fury that became known as the Second Battle of Fallujah .",country
"<e1> Georg Klindworth </e1> , born Johann Georg Heinrich Klindworth on <e2> 16 April 1798 </e2> in Göttingen , Germany , was a nineteenth - century German diplomat and intelligence agent employed by several European leaders and princes .",date of birth
"<e1> Georg Klindworth </e1> , born Johann Georg Heinrich Klindworth on 16 April 1798 in <e2> Göttingen </e2> , Germany , was a nineteenth - century German diplomat and intelligence agent employed by several European leaders and princes .",place of birth
"<e1> Georg Klindworth </e1> , born Johann Georg Heinrich Klindworth on 16 April 1798 in Göttingen , <e2> Germany </e2> , was a nineteenth - century German diplomat and intelligence agent employed by several European leaders and princes .",country of citizenship
"Georg Klindworth , born Johann Georg Heinrich Klindworth on 16 April 1798 in <e1> Göttingen </e1> , <e2> Germany </e2> , was a nineteenth - century German diplomat and intelligence agent employed by several European leaders and princes .",country
"Klindworth 's "" illegitimate "" daughter <e1> Agnes Street - Klindworth </e1> ( <e2> 1825 </e2> – 1906 ) was a lover of the musician Franz Liszt with whom she had a vast letter correspondence .",date of birth
<e1> Georg Klindworth </e1> died in a suburb of <e2> Paris </e2> in January 1882 .,place of death
<e1> Georg Klindworth </e1> died in a suburb of Paris in <e2> January 1882 </e2> .,date of death
<e1> Brian Malzard Foss </e1> ( 25 October 1921 – 23 December 1997 ) was a <e2> British </e2> psychologist .,country of citizenship
"Following that he served as a lecturer at <e1> Birkbeck College </e1> , <e2> London </e2> from 1951 - 1964 .",headquarters location
"Following that he served as a lecturer at <e1> Birkbeck College </e1> , <e2> London </e2> from 1951 - 1964 .",located in the administrative territorial entity
"He became Professor of Educational Psychology at <e1> Institute of Education </e1> , <e2> London </e2> from 1964 - 1968 , and Professor of Psychology at Bedford College , London from 1968 – 85 , Royal Holloway and at Bedford New College , London from 1985 - 1987 .",headquarters location
"He became Professor of <e1> Educational Psychology </e1> at Institute of Education , London from 1964 - 1968 , and Professor of <e2> Psychology </e2> at Bedford College , London from 1968 – 85 , Royal Holloway and at Bedford New College , London from 1985 - 1987 .",subclass of
"<e1> Return of Saturn </e1> is the fourth studio album by American rock band No Doubt , released on <e2> April 11 , 2000 </e2> by Trauma Records and Interscope Records .",publication date
"<e1> Return of Saturn </e1> is the fourth studio album by American rock band No Doubt , released on April 11 , 2000 by <e2> Trauma Records </e2> and Interscope Records .",record label
"<e1> Return of Saturn </e1> is the fourth studio album by American rock band No Doubt , released on April 11 , 2000 by Trauma Records and <e2> Interscope Records </e2> .",record label
"<e1> Return of Saturn </e1> is the fourth studio album by <e2> American </e2> rock band No Doubt , released on April 11 , 2000 by Trauma Records and Interscope Records .",country of origin
"<e1> Return of Saturn </e1> is the fourth studio album by American rock band <e2> No Doubt </e2> , released on April 11 , 2000 by Trauma Records and Interscope Records .",performer
"Return of Saturn is the fourth studio album by American rock band <e1> No Doubt </e1> , released on April 11 , 2000 by <e2> Trauma Records </e2> and Interscope Records .",record label
"Return of Saturn is the fourth studio album by American rock band <e1> No Doubt </e1> , released on April 11 , 2000 by Trauma Records and <e2> Interscope Records </e2> .",record label
"Return of Saturn is the fourth studio album by <e2> American </e2> rock band <e1> No Doubt </e1> , released on April 11 , 2000 by Trauma Records and Interscope Records .",country of origin
